timestamp,city,aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,temp,humidity,wind_speed,pressure,visibility,hour,day_of_week,day_of_month,month,is_weekend,quarter,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_12,aqi_lag_24,pm2_5_lag_1,pm10_lag_1,no2_lag_1,o3_lag_1,aqi_roll_mean_3d,aqi_roll_std_3d,aqi_roll_mean_7d,aqi_roll_std_7d,aqi_roll_mean_14d,aqi_roll_std_14d,aqi_diff_1h,aqi_diff_3h,aqi_pct_1h,pm_ratio,no2_o3_ratio,aqi_ewm_12h,aqi_ewm_24h,aqi_ewm_72h
2026-02-02 01:00:00+00:00,Sukkur,151.5,51.18,70.23,594.6,20.15,39.32,39.56,16.13,8.37,23.9,53.2,7.1,1015.9,7.6,1,0,2,2,0,1,0.2588190451025207,0.9659258262890684,0.8660254037844386,0.5000000000000001,0.0,1.0,152.7,153.2,124.5,149.9,107.8,108.0,48.13,85.77,30.95,38.47,126.69,18.56479712541164,126.69,18.56479712541164,126.69,18.56479712541164,-1.1999999999999886,27.0,-0.0078585461689586,0.7287483981204613,0.993933265925177,136.47365005084413,130.47025435284192,121.12619072997056
2026-02-02 02:00:00+00:00,Sukkur,159.0,46.16,83.46,690.17,25.59,32.87,44.72,15.73,6.56,23.7,38.9,9.7,1016.8,6.5,2,0,2,2,0,1,0.4999999999999999,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.0,1.0,151.5,152.7,153.2,139.9,99.5,126.7,51.18,70.23,39.32,39.56,127.29512195121951,18.73628766884614,127.29512195121951,18.73628766884614,127.29512195121951,18.73628766884614,7.5,5.800000000000011,0.0495049504950495,0.5530793194344596,0.7350178890876565,138.7853961968681,132.15263400461455,121.95834988805356
2026-02-02 03:00:00+00:00,Sukkur,132.7,54.62,59.67,436.42,16.48,31.55,42.91,11.8,6.55,15.7,64.9,4.4,1009.8,6.4,3,0,2,2,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0.0,1.0,159.0,151.5,152.7,127.5,147.5,105.1,46.16,83.46,32.87,44.72,128.05,19.142090641994702,128.05,19.142090641994702,128.05,19.142090641994702,-26.30000000000001,-20.0,-0.1654088050314466,0.9153678565443272,0.7352598461896994,141.89533524350378,134.3004232842454,122.97318961714798
2026-02-02 04:00:00+00:00,Sukkur,129.2,31.72,75.53,565.68,26.46,24.56,54.17,10.86,7.49,17.2,31.7,5.1,1014.2,6.6,4,0,2,2,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,1.0,132.7,159.0,151.5,124.5,143.2,131.0,54.62,59.67,31.55,42.91,128.15813953488373,18.92612495943283,128.15813953488373,18.92612495943283,128.15813953488373,18.92612495943283,-3.5,-22.30000000000001,-0.0263752825923134,0.4199655765920826,0.4533874838471478,140.48066828296473,134.17238942150578,123.23967757284257
2026-02-02 05:00:00+00:00,Sukkur,142.2,39.87,81.07,449.64,18.8,36.19,36.78,17.08,7.64,15.6,36.8,3.2,1013.9,6.1,5,0,2,2,0,1,0.9659258262890684,0.2588190451025207,0.8660254037844386,0.5000000000000001,0.0,1.0,129.2,132.7,159.0,153.2,129.6,120.1,31.72,75.53,24.56,54.17,128.1818181818182,18.705418599684663,128.1818181818182,18.705418599684663,128.1818181818182,18.705418599684663,13.0,-16.80000000000001,0.1006191950464396,0.4917972122856791,0.983958673191952,138.7451808548163,133.77459826778534,123.4029740776962
2026-02-02 06:00:00+00:00,Sukkur,117.3,36.39,51.2,431.88,12.93,28.99,63.05,10.84,5.05,11.1,64.4,5.8,1011.5,7.6,6,0,2,2,0,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.0,1.0,142.2,129.2,132.7,152.7,149.2,111.1,39.87,81.07,36.19,36.78,128.49333333333334,18.6093378319986,128.49333333333334,18.6093378319986,128.49333333333334,18.6093378319986,-24.89999999999999,-15.399999999999991,-0.1751054852320674,0.7107421875,0.4597938144329896,139.27669149253688,134.44863040636253,123.91796108926614
2026-02-02 07:00:00+00:00,Sukkur,127.9,43.08,49.05,445.76,22.55,30.63,36.21,17.66,5.22,12.0,59.8,4.8,1016.4,8.2,7,0,2,2,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0.0,1.0,117.3,142.2,129.2,151.5,149.9,105.5,36.39,51.2,28.99,63.05,128.25,18.475265747600066,128.25,18.475265747600066,128.25,18.475265747600066,10.600000000000009,-1.299999999999983,0.0903665814151748,0.8782874617737003,0.8458989229494615,135.8956620321466,133.0767399738535,123.7366470868205
2026-02-02 08:00:00+00:00,Sukkur,129.3,35.42,60.88,495.2,15.89,32.3,33.62,13.02,5.66,6.5,28.7,8.1,1012.6,7.2,8,0,2,2,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,1.0,127.9,117.3,142.2,159.0,139.9,91.2,43.08,49.05,30.63,36.21,128.24255319148935,18.273415528538465,128.24255319148935,18.273415528538465,128.24255319148935,18.273415528538465,1.4000000000000057,-12.899999999999975,0.0109460516028148,0.5818002628120894,0.9607376561570492,134.6655601810471,132.66260077594526,123.85071155019529
2026-02-02 09:00:00+00:00,Sukkur,103.6,26.68,44.79,333.96,19.37,22.34,58.49,10.72,7.29,10.8,65.4,6.5,1022.3,7.6,9,0,2,2,0,1,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.0,1.0,129.3,127.9,117.3,132.7,127.5,111.2,35.42,60.88,32.3,33.62,128.26458333333332,18.078616610407423,128.26458333333332,18.078616610407423,128.26458333333332,18.078616610407423,-25.700000000000017,-13.700000000000005,-0.1987625676720805,0.5956686760437597,0.38194563173192,133.84008938396295,132.39359271386965,124.00000712416252
2026-02-02 10:00:00+00:00,Sukkur,134.8,45.76,73.33,479.14,14.38,38.21,48.99,17.4,7.05,10.0,82.4,4.3,1007.6,7.8,10,0,2,2,0,1,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.0,1.0,103.6,129.3,127.9,129.2,124.5,124.5,26.68,44.79,22.34,58.49,127.76122448979592,18.2330036875274,127.76122448979592,18.2330036875274,127.76122448979592,18.2330036875274,31.200000000000017,6.900000000000006,0.3011583011583014,0.6240283649256785,0.7799550928760971,129.18776794027633,130.0901052967601,123.44110281939092
2026-02-02 11:00:00+00:00,Sukkur,115.3,29.33,70.89,424.52,16.79,25.46,47.17,10.29,2.44,9.8,54.4,5.2,1015.0,8.6,11,0,2,2,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.0,1.0,134.8,103.6,129.3,142.2,153.2,105.9,45.76,73.33,38.21,48.99,127.902,18.07342721867027,127.902,18.07342721867027,127.902,18.07342721867027,-19.50000000000001,-14.000000000000014,-0.1446587537091989,0.4137395965580476,0.5397498410006359,130.0511882571569,130.4668968730193,123.75230548187338
2026-02-02 12:00:00+00:00,Sukkur,132.7,40.41,63.97,557.89,18.99,35.79,51.14,12.2,6.02,12.9,58.9,3.5,1016.4,6.7,12,0,2,2,0,1,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,1.0,115.3,134.8,103.6,117.3,152.7,108.3,29.33,70.89,25.46,47.17,127.6549019607843,17.978590753732504,127.6549019607843,17.978590753732504,127.6549019607843,17.978590753732504,17.39999999999999,29.099999999999994,0.1509106678230702,0.6317023604814757,0.6998435666797027,127.78177467913277,129.25354512317776,123.52073546867138
2026-02-02 13:00:00+00:00,Sukkur,142.0,45.67,66.99,600.77,18.91,36.67,35.44,16.33,8.14,16.5,70.7,5.4,1016.8,9.4,13,0,2,2,0,1,-0.2588190451025208,-0.9659258262890684,0.8660254037844386,0.5000000000000001,0.0,1.0,132.7,115.3,134.8,127.9,151.5,107.8,40.41,63.97,35.79,51.14,127.75192307692308,17.81520049784117,127.75192307692308,17.81520049784117,127.75192307692308,17.81520049784117,9.300000000000011,7.199999999999989,0.0700828937452902,0.6817435438125095,1.034706546275395,128.53842472849695,129.52926151332355,123.77222216815984
2026-02-02 14:00:00+00:00,Sukkur,124.2,34.81,62.58,538.52,20.78,26.94,45.44,19.17,5.3,22.9,62.1,4.2,1013.6,8.1,14,0,2,2,0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.0,1.0,142.0,132.7,115.3,129.3,159.0,99.5,45.67,66.99,36.67,35.44,128.02075471698114,17.75128769425091,128.02075471698114,17.75128769425091,128.02075471698114,17.75128769425091,-17.799999999999997,8.900000000000006,-0.1253521126760562,0.5562480025567275,0.5928697183098592,130.6094363087282,130.52692059225768,124.2716133416349
2026-02-02 15:00:00+00:00,Sukkur,120.1,34.08,57.82,523.71,17.94,34.95,57.87,9.34,5.7,30.3,56.7,5.5,1014.3,7.9,15,0,2,2,0,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.0,1.0,124.2,142.0,132.7,103.6,132.7,147.5,34.81,62.58,26.94,45.44,127.95,17.590710992098842,127.95,17.590710992098842,127.95,17.590710992098842,-4.1000000000000085,-12.599999999999994,-0.0330112721417069,0.5894154271878242,0.6039398652151374,129.62336918430847,130.02076694487707,124.26965133227505
2026-02-02 16:00:00+00:00,Sukkur,147.0,44.28,61.36,561.05,20.23,43.16,34.19,15.42,8.77,21.2,79.3,5.6,1013.2,7.0,16,0,2,2,0,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,1.0,120.1,124.2,142.0,134.8,129.2,143.2,34.08,57.82,34.95,57.87,127.80727272727272,17.459188969172633,127.80727272727272,17.459188969172633,127.80727272727272,17.459188969172633,26.90000000000001,5.0,0.2239800166527894,0.7216427640156454,1.2623574144486691,128.15823546364564,129.2271055892869,124.15541430947296
2026-02-02 17:00:00+00:00,Sukkur,148.8,41.08,75.17,592.91,23.83,36.48,43.72,18.99,7.96,26.4,49.5,7.7,1006.4,6.0,17,0,2,2,0,1,-0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0.0,1.0,147.0,120.1,124.2,115.3,142.2,129.6,44.28,61.36,43.16,34.19,128.15,17.488822404350415,128.15,17.488822404350415,128.15,17.488822404350415,1.8000000000000114,24.60000000000001,0.0122448979591838,0.5464946122123188,0.8344007319304666,131.05696846923863,130.64893714214395,124.7812933694874
2026-02-02 18:00:00+00:00,Sukkur,145.1,35.26,57.4,482.48,19.44,32.11,29.3,11.57,7.15,27.4,41.1,8.7,1012.7,6.1,18,0,2,2,0,1,-1.0,-1.8369701987210292e-16,0.8660254037844386,0.5000000000000001,0.0,1.0,148.8,147.0,120.1,132.7,117.3,149.2,41.08,75.17,36.48,43.72,128.51228070175438,17.54645945335898,128.51228070175438,17.54645945335898,128.51228070175438,17.54645945335898,-3.700000000000017,25.0,-0.0248655913978496,0.6142857142857142,1.095904436860068,133.78666562781729,132.10102217077244,125.43934012648776
2026-02-02 19:00:00+00:00,Sukkur,151.1,51.36,71.09,587.83,21.59,33.09,48.91,17.5,9.0,26.0,85.1,12.8,1012.6,4.9,19,0,2,2,0,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.0,1.0,145.1,148.8,147.0,142.0,127.9,149.9,35.26,57.4,32.11,29.3,128.79827586206898,17.52771731196561,128.79827586206898,17.52771731196561,128.79827586206898,17.52771731196561,6.0,4.099999999999994,0.0413507925568572,0.7224644816429877,0.6765487630341445,135.5271786081531,133.14094039711065,125.97798834220043
2026-02-02 20:00:00+00:00,Sukkur,150.1,43.99,78.68,594.09,21.97,37.22,46.8,17.19,7.16,26.5,26.9,4.2,1008.7,7.0,20,0,2,2,0,1,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,1.0,151.1,145.1,148.8,124.2,129.3,139.9,51.36,71.09,33.09,48.91,129.17627118644066,17.616864363278598,129.17627118644066,17.616864363278598,129.17627118644066,17.616864363278598,-1.0,1.299999999999983,-0.0066181336863004,0.5591001525165226,0.7952991452991454,137.92299728382184,134.5776651653418,126.66626263419494
2026-02-02 21:00:00+00:00,Sukkur,147.3,44.77,64.5,622.42,17.79,36.06,40.7,15.11,2.64,29.1,65.7,7.6,1016.7,8.5,21,0,2,2,0,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0.0,1.0,150.1,151.1,145.1,120.1,103.6,127.5,43.99,78.68,37.22,46.8,129.525,17.674568774256763,129.525,17.674568774256763,129.525,17.674568774256763,-2.799999999999983,2.200000000000017,-0.0186542305129912,0.694108527131783,0.885995085995086,139.79638231708003,135.81945195211446,127.30828283599782
2026-02-02 22:00:00+00:00,Sukkur,166.9,49.81,101.83,710.0,28.34,48.11,41.19,17.72,8.79,28.7,51.8,3.9,1016.1,5.0,22,0,2,2,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.0,1.0,147.3,150.1,151.1,147.0,134.8,124.5,44.77,64.5,36.06,40.7,129.81639344262297,17.673805290390153,129.81639344262297,17.673805290390153,129.81639344262297,17.673805290390153,19.599999999999994,15.800000000000011,0.1330617786829599,0.4891485809682805,1.1680019422189851,140.95078503752924,136.73789579594532,127.85600111446362
2026-02-02 23:00:00+00:00,Sukkur,137.2,40.33,76.24,551.46,21.9,40.26,42.32,14.08,8.47,26.0,37.3,4.9,1011.7,5.3,23,0,2,2,0,1,-0.2588190451025215,0.965925826289068,0.8660254037844386,0.5000000000000001,0.0,1.0,166.9,147.3,150.1,148.8,115.3,153.2,49.81,101.83,48.11,41.19,130.41451612903225,18.15002006749732,130.41451612903225,18.15002006749732,130.41451612903225,18.15002006749732,-29.700000000000017,-12.900000000000006,-0.1779508687837029,0.5289874081846799,0.9513232514177692,144.94297195483244,139.1508641322697,128.92569971406735
2026-02-03 00:00:00+00:00,Sukkur,136.2,37.71,69.72,494.44,21.27,31.98,56.19,19.19,6.06,27.4,89.0,5.1,999.6,7.0,0,1,3,2,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,137.2,166.9,147.3,145.1,132.7,152.7,40.33,76.24,40.26,42.32,130.5222222222222,18.0233401047216,130.5222222222222,18.0233401047216,130.5222222222222,18.0233401047216,-1.0,-11.100000000000025,-0.0072886297376093,0.5408777969018933,0.5691404164442072,143.75174550024283,138.99479500168812,129.15239287258606
2026-02-03 01:00:00+00:00,Sukkur,157.2,51.33,72.5,657.61,26.69,44.87,50.49,14.46,8.2,23.6,45.0,7.0,1020.1,5.8,1,1,3,2,0,1,0.2588190451025207,0.9659258262890684,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,136.2,137.2,166.9,151.1,142.0,151.5,37.71,69.72,31.98,56.19,130.6109375,17.89380594425442,130.6109375,17.89380594425442,130.6109375,17.89380594425442,21.0,-9.700000000000015,0.1541850220264318,0.708,0.8886908298673004,142.58993850020548,138.77121140155307,129.34547799936453
2026-02-03 02:00:00+00:00,Sukkur,115.5,31.42,55.71,468.27,15.71,22.43,49.3,12.04,5.19,15.1,75.0,6.2,1009.6,7.2,2,1,3,2,0,1,0.4999999999999999,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,157.2,136.2,137.2,150.1,124.2,159.0,51.33,72.5,44.87,50.49,131.01999999999998,18.0571852042338,131.01999999999998,18.0571852042338,131.01999999999998,18.0571852042338,-41.69999999999999,-21.69999999999999,-0.265267175572519,0.5639921019565608,0.4549695740365111,144.83764026940463,140.24551448942884,130.10861558842305
2026-02-03 03:00:00+00:00,Sukkur,148.4,43.64,64.69,572.23,24.12,38.28,32.4,14.02,8.65,18.1,33.8,3.6,1008.0,5.7,3,1,3,2,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,115.5,157.2,136.2,147.3,120.1,132.7,31.42,55.71,22.43,49.3,130.78484848484848,18.019299417989355,130.78484848484848,18.019299417989355,130.78484848484848,18.019299417989355,32.900000000000006,12.200000000000015,0.2848484848484849,0.6746019477508116,1.1814814814814816,140.32415715103468,138.26587333027456,129.7083795449046
2026-02-03 04:00:00+00:00,Sukkur,129.2,33.03,61.89,536.84,16.58,31.2,41.04,14.04,2.94,17.0,44.8,11.1,1009.9,5.7,4,1,3,2,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,148.4,115.5,157.2,166.9,147.0,129.2,43.64,64.69,38.28,32.4,131.04776119402987,18.011295767235488,131.04776119402987,18.011295767235488,131.04776119402987,18.011295767235488,-19.200000000000017,-28.0,-0.1293800539083559,0.5336888027144935,0.7602339181286549,141.56659451241396,139.07660346385262,130.22047873545517
2026-02-03 05:00:00+00:00,Sukkur,118.1,34.62,56.76,469.76,18.39,32.96,46.39,10.67,7.61,16.7,54.2,3.9,1026.1,6.3,5,1,3,2,0,1,0.9659258262890684,0.2588190451025207,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,129.2,148.4,115.5,137.2,148.8,142.2,33.03,61.89,31.2,41.04,131.0205882352941,17.87778208240967,131.0205882352941,17.87778208240967,131.0205882352941,17.87778208240967,-11.099999999999994,2.5999999999999943,-0.0859133126934984,0.6099365750528541,0.7104979521448588,139.66404151050412,138.2864751867444,130.19252041393585
2026-02-03 06:00:00+00:00,Sukkur,131.4,40.93,76.77,562.14,15.86,38.8,43.0,12.84,6.51,11.2,44.9,5.4,1018.9,6.6,6,1,3,2,0,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,118.1,129.2,148.4,136.2,145.1,117.3,34.62,56.76,32.96,46.39,130.83333333333334,17.813879805519353,130.83333333333334,17.813879805519353,130.83333333333334,17.813879805519353,13.300000000000011,-17.0,0.1126164267569858,0.533150970431158,0.9023255813953488,136.34649666273427,136.67155717180486,129.86121848478692
2026-02-03 07:00:00+00:00,Sukkur,117.9,38.23,63.49,449.82,18.47,28.73,25.63,9.84,8.56,5.6,52.8,4.5,1013.7,6.1,7,1,3,2,0,1,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,131.4,118.1,129.2,157.2,151.1,127.9,40.93,76.77,38.8,43.0,130.84142857142857,17.68445229578995,130.84142857142857,17.68445229578995,130.84142857142857,17.68445229578995,-13.5,-11.299999999999985,-0.1027397260273972,0.6021420696172625,1.1209520093640266,135.58549717615978,136.2498325980605,129.903376882464
2026-02-03 08:00:00+00:00,Sukkur,131.0,41.2,57.53,542.61,16.0,35.91,41.51,14.1,5.76,16.9,65.4,3.3,1015.2,6.6,8,1,3,2,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,117.9,131.4,118.1,115.5,150.1,129.3,38.23,63.49,28.73,25.63,130.65915492957745,17.624727576129988,130.65915492957745,17.624727576129988,130.65915492957745,17.624727576129988,13.099999999999994,12.900000000000006,0.1111111111111111,0.7161480966452286,0.8650927487352444,132.86465145675058,134.78184599021566,129.57451724184853
2026-02-03 09:00:00+00:00,Sukkur,102.9,24.09,51.9,439.63,17.25,28.78,58.55,5.75,4.9,13.6,47.6,3.7,1010.5,7.0,9,1,3,2,0,1,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,131.0,117.9,131.4,148.4,147.3,103.6,41.2,57.53,35.91,41.51,130.6638888888889,17.500215737547922,130.6638888888889,17.500215737547922,130.6638888888889,17.500215737547922,-28.099999999999994,-28.5,-0.214503816793893,0.4641618497109827,0.4915456874466268,132.57778200186587,134.47929831099842,129.61357156398967
2026-02-03 10:00:00+00:00,Sukkur,111.0,30.51,55.22,405.33,16.88,30.63,55.39,15.06,9.29,10.1,70.9,4.0,1017.2,6.4,10,1,3,2,0,1,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,102.9,131.0,117.9,129.2,166.9,134.8,24.09,51.9,28.78,58.55,130.60416666666666,17.588532095305897,130.28356164383564,17.679460883706504,130.28356164383564,17.679460883706504,8.099999999999994,-6.900000000000006,0.0787172011661807,0.5525172039116263,0.5529879039537823,128.01196938619418,131.95295444611855,128.88169289100364
2026-02-03 11:00:00+00:00,Sukkur,107.2,34.7,50.8,481.19,11.98,30.67,46.39,6.87,1.53,13.1,46.6,3.3,1015.5,7.3,11,1,3,2,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,111.0,102.9,131.0,118.1,137.2,115.3,30.51,55.22,30.63,55.39,130.6486111111111,17.534055339121288,130.02297297297298,17.700472459426916,130.02297297297298,17.700472459426916,-3.799999999999997,-23.8,-0.0342342342342342,0.6830708661417324,0.6611338650571245,125.39474332677968,130.27671809042909,128.39178349672957
